title,body,tags
Mapeamento do controller para o domain model,"<p>Temos as seguintes situações em geral, considere objetos maiores que o exemplo. </p>

<p><strong>Situação 1</strong><br>
Podemos ter uma request que tem todos os parâmetros do account;<br>
<code>{""id"":""1"";""name"":""test"",""some"":""xxx"".............}</code> e os outros campos. </p>

<p><strong>Situação 2</strong><br>
Podemos ter uma request que tem alguns parâmetros do account, por exemplo no caso de um update;<br>
<code>{""id"":""1"";""name"":""testUpdated""}</code></p>

<p><strong>Situação 3</strong><br>
Podemos ter uma request que tem alguns parâmetros do account, como id mais tem outros como usuário junto;<br>
<code>{""id"":""1"";""user"":""xxx"",""service"":""yyy""}</code> nesse caso cada pedaço da request vai virar um objeto. </p>

<p>Exemplo de Dominio </p>

<pre><code>public class Account {    
    private Long id;
    private String name ;
    private String some ;    
}
</code></pre>

<p>Vejo algumas opções; </p>

<p>1 - Posso receber no controller esse AccountForm e setar as propriedades dele no objeto Account e outros se nescesasrio NO CONTROLLER; </p>

<pre><code>+ atende as situações 1, 2 e 3 
+ separa a requisçao do objeto de dominio 
- polui o controller com codigo de conversao 
- controller fica cheio de setters.. se for uma classe maior como um objeto grande como um pedido fica bem confuso. 

controller(AccountForm from){
    Account account = new Account()
    account.setNome=form.getNome();
    account.setSome=form.getSome();
    Other outher = new Other();
    other.setSome(form.getSome());
}
</code></pre>

<p>2 - Posso receber no controller esse AccountRequest ter um metodo nele mesmo como <code>AccountRequest.getAccount()</code> para devolver um model mapeado, nesse caso o mapeamento fica no proprio objeto de Request. </p>

<pre><code>+ separa a requisçao do objeto de dominio 
+ encapsula a conversao em um lugar de facil acesso. 
+ atende situacao1 situacao2 e situacao3; 
+ um objeto burro que so tem os parametros da requisçao tem alguma funcionalidade; 
- objeto de request tem duas responsabilidades representar a requisiçao e mapear para um model valido.

controller(AccountForm accountRequest){
   Account account = accountRequest.getAccount();
   Outher outher = accountRequest.getOther();
}
</code></pre>

<p>3 - Posso receber Account direto no controller onde ficara cheia de nulos. </p>

<pre><code>+ elimino objeto de request 
+ alta simplicidade 
- atende apenas a situacao1 situacao2 , por que request pode ter informações sobre vários objetos... o que não funcionaria. 
- forte acoplamento.

controller(Account account){
    account.someMethod();
}
</code></pre>

<p>4 - Externalizar esse mapeamento dos parametros da requisição para outro objeto mapeador por request.</p>

<pre><code>+ isola logica do mapeamento 
- complexidade ate para casos mais simples se usado como padrão para tudo por exemplo um find por id.
- mais uma classe para cada request;
</code></pre>

<p>No caso de APi que tenha resposta fica pior ainda mais 2 classes. 
falando em termos de request de response.... </p>

<pre><code>request | mapper | model | mapper | response 
AccountRequest, AccountRequestMapper,Account,AccountResponseMapper,AccountResponse........ 
</code></pre>

<p>Estou fazendo testes mais o Hibrido da opção 3 para casos simples(find por id ou updates).... com a opção 2 por exemplo para casos mais complexos... parece o ideal pelo que estou vendo, espero que com a opiniao de voces fique mais claro.. o que poderia ser melhor, porém na abordagem hibrida, o problema é que voce não tem o famoso ""PADRAO"" e tem que pensar em como fazer a cada caso,e vejo resistência em adotar algo assim. 
O ruim do PADRAO é que gera arquitetura mostro para fazer um find por exemplo. </p>

<p>O que vocês usam /O que seria ideal/ O que fica expressivo e de facil manutenção? </p>
",<orientação-a-objetos><mvc><arquitetura-de-software>
Qual o uso de uma variável estática ou final em java?,"<p>Qual a diferença da declaração <code>private static int var_nome</code> para <code>private final int var_nome</code> para <code>private int var_nome</code>? Como essas declarações podem influenciar no meu algoritmo?</p>
",<java><orientação-a-objetos><variáveis><declaração-de-variável>
Análise e Projeto em Javascript,"<p>Quando trabalhamos com linguagens orientadas a objetos como Java e C# temos a disposição todo um processo de análise e projeto que nos ajuda a saber como projetar a aplicação de forma a escrever códigos mais coesos, menos acoplados e que sejam mais fáceis de manter. O processo de análise e projeto orientados a objetos serve pra qualquer linguagem orientada a objetos e por isso esse processo nem depende da linguagem escolhida.</p>

<p>No momento estou trabalhando, porém, com Javascript. Basicamente, tenho uma divisão em camadas de forma que o client da aplicação é feito com Javascript e o servidor (onde está realmente a lógica toda) é feito com C# e usa orientação a objetos.</p>

<p>Enquanto a parte do servidor eu sei projetar e tudo mais, a do Javascript eu fico bastante perdido. Acontece que Javascript tem uma noção de objetos diferente. A linguagem não tem classes, não tem interfaces, não é fortemente tipada e isso me parece ser bastante impedimento pra usar o processo de análise e projeto de orientação a objetos como conheço no Javascript.</p>

<p>Dessa forma, existe algum processo de análise e projeto pra Javascript? Principios, recomendações e padrões que nos permitam escrever código Javascript mais desacoplado, mais fácil de manter e com maior qualidade?</p>
",<javascript><orientação-a-objetos>
Erro ao fazer um insert dinâmico em PHP,"<p>O código que está a causar o erro:</p>

<pre><code>public function Inserir($tabela,$sql){

    ksort($sql);

    $Campos_nome=  implode('`, `', array_keys($sql));
    $Campos_valor= ': '. implode(', :', array_keys($sql));

    $novo=$this-&gt;prepare(""INSERT INTO $tabela ( `$Campos_nome`)VALUES( $Campos_valor)"");

    print ""INSERT INTO $tabela (` $Campos_nome`)VALUES( $Campos_valor)"";
    foreach ($sql as $key =&gt; $valor) {
        $novo-&gt;bindValue("":$key"",$valor);
    }

        $novo-&gt;execute();

        if($novo-&gt;rowCount()&gt;0){
            $novo-&gt;setFetchMode(PDO::FETCH_ASSOC);
            $valor=$novo-&gt;fetchAll(); 
        }
}
</code></pre>

<p>A mensagem de erro recebida:</p>

<blockquote>
  <p>Warning: PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in /home/sam/Dropbox/Portal1/libs/Database.php on line 39</p>
</blockquote>
",<php><orientação-a-objetos><pdo>
Usando um objeto em diferentes métodos no Objective C,"<p>Estou tentando trabalhar com objetos no iOS Objective C, e tive uma dúvida com relação a utilização.</p>

<p>Eu criei um arquivo chamado <code>carro.h</code></p>

<pre><code>#import &lt;Foundation/Foundation.h&gt;
@interface carro : NSObject
{
    NSString *_marca;
    NSString *_ano;  
}
@property (strong) NSString *marca;
@property (strong) NSString *ano;
@end
</code></pre>

<p>no arquivo <code>carro.m</code> eu tenho o seguinte</p>

<pre><code>#import ""carro.h""
@implementation busca
@synthesize marca;
@synthesize ano;
@end
</code></pre>

<p>Eu tenho uma <code>ViewController</code> e quero usar esse objeto atribuindo valor ou resgatando o valor. Porém como fazer com que o mesmo objeto possa ser utilizando em diferentes métodos?</p>
",<orientação-a-objetos><ios><objective-c>
O quão úteis são as annotations em Java?,"<p>Quando eu estudei Java pela primeira vez, quando vi sobre Annotations só vi que elas são úteis para gerar metadados, mas não vi nada que influenciasse no comportamento do programa. Basicamente, só vi Annotations para marcar autores de classes, para o que a classe foi feita, etc...</p>

<p>Mas lendo códigos em Java relevantes, vi muitas Annotations com usos que eu não conheço, aqui vai um exemplo de um Hello World usando Spring:</p>

<p><a href=""http://projects.spring.io/spring-framework/#quick-start"">http://projects.spring.io/spring-framework/#quick-start</a></p>

<p>Pelo que eu andei pesquisando, se bem usadas Annotations podem até mesmo serem mais flexíveis que os pré-processadores do C/C++!</p>

<p>Quais são as utilidades gerais das Annotations em Java?</p>
",<java><orientação-a-objetos><spring>
Como passar dados(string) de uma classe para a TextField da Viewcontroller,"<p>Quero passar dados de uma classe do tipo <code>NSObject</code> para serem mostrados na minha <code>TextField Viewcontroller</code>. Tentei utilizar a função <code>prepareForSegue</code> mas não consegui.</p>

<p>Alguém sabe como se passa os dados, mesmo que seja utilizando a função <code>prepareForSegue</code> ou outra forma de passar os dados.</p>
",<orientação-a-objetos><objective-c><classes><xcode>
Como passar valor do editText para atributo to tipo int no Android?,"<p>Tenho uma duvida em relação ao armazenamento de valor vindo do <code>EditText</code> para atributos do tipo <code>int</code> de uma classe. Para os atributos do tipo <code>String</code> faço assim:</p>

<pre><code>objEquipamento.setMarcaModelo(edtMarcaModelo.getText().toString());
</code></pre>

<p>Mas e quando o meu atributo é do tipo <code>int</code>? e quero passar um número?
tenho que converter o valor ou exite algum método para <code>int</code>?</p>
",<java><android><orientação-a-objetos>
ArrayList em JAVA,"<p>Tenho uma pergunta sobre ArrayList </p>

<p><strong>Exemplo:</strong>  Fiz uma interface gráfica em Java para cadastrar jogadores em um <code>ArrayList</code>. após o cadastro, o jogador vai para um <code>Jlist</code>, ai que vem minha dúvida. Quero comprar esse jogador para o meu time, eu seleciono ele e clico em comprar e no caso esse método comprar eu só usei um remove. Queria remover ele da lista dos jogadores que estão à venda e colocar ele no meu <strong><em>Time</em></strong>?</p>
",<java><orientação-a-objetos>
Erro ao instanciar um objeto,"<p>Quando vou instanciar o objeto <code>Vendedor</code> aparece esse erro:</p>

<pre><code>java.lang.NullPointerException
    at Vendedor.&lt;init&gt;(Vendedor.java:9)
</code></pre>

<p>Gostaria de saber o que significa e como resolvo?</p>
",<java><orientação-a-objetos>
O que realmente é DDD e quando ele se aplica?,"<p>Quando estudei MVC pela primeira vez no livro falava muito sobre DDD (Domain Driven Design). Pelo que eu entendi na época, a ideia do DDD era simplesmente programar o software com foco no desenvolvimento da camada de domínio. </p>

<p>Depois disso, lendo sobre o processo de análise e projeto em orientação a objetos tive a impressão de que sempre que programamos um software orientado a objetos damos essa ênfase na camada de domínio, começando por ela e usando os requisitos pra montar ela corretamente.</p>

<p>Isso faz parecer que o DDD prega basicamente a mesma coisa que o processo de análise e projeto em orientação a objetos. Dessa forma, o que realmente é o DDD e quando ele se aplica de verdade? Quais as vantagens de se usar DDD em um projeto?</p>

<p>Eu sei que existe um livro chamado ""Domain-Driven Design: Tackling Complexity in the Heart of Software"", mas por ser um livro muito extenso nunca consegui parar pra ler ele. Existe alguma referência mais resumida sobre o assunto?</p>
",<orientação-a-objetos><modelagem><ddd>
Nível de detalhamento de casos de uso,"<p>Estou começando a usar casos de uso pra documentar requisitos de sistemas orientados a objetos e estou com um pouco de dúvida quanto ao nível de detalhamento de um caso de uso. Basicamente, eu tenho dúvidas em relação a ""<em>o que deve constar no cenário</em>"". Vou dar dois exemplos disso: o primeiro deles é CRUD.</p>

<p>É comum encontrar requisitos de um sistema como ""cadastrar/ler/editar/excluir produtos"", ou analogamente pra clientes. De qualquer forma, o requisito é basicamente ""fazer CRUD de tal entidade"". Eu realmente fico em dúvida no quanto detalher de um caso de uso desses. Eu tenho duas possibilidades: simplesmente escrever um caso de uso ""Manter Produtos"" com cenário contendo um único passo ""Manter dados dos produtos"", por exemplo. </p>

<p>Ou posso fazer um caso de uso pra cada uma das operações, contendo todos os detalhes, como quais campos tem e tudo mais. No caso de CRUD qual dessas é a abordagem mais usada normalmente?</p>

<p>Existem ainda outros pontos dos sistemas que eu nem sempre sei muito bem o que realmente precisa ser detalhado num caso de uso. Pra explicar melhor isso vou pegar um exemplo de um sistema que estou desenvolvendo agora (para controle de um restaurante). Basicamente, o dono do restaurante ao inicio de cada expediente precisa ir no programa e criar uma nova sessão, ou seja, ""inicializar as atividades do restaurante"" dentro do sistema.</p>

<p>Esse caso de uso não é algo de CRUD, é realmente uma operação que um ator (o gerente) está interessado em fazer no sistema. Mas só consegui pensar em <em>um</em> passo: ""Gerente inicializa nova sessão"" e isso parece ser <em>muito</em> mais simplório do que deveria.</p>

<p>Não sei se consegui explicar muito bem com o exemplo o tipo de situação que estou falando. São situações em que parece que o único passo realmente é o que o próprio titulo do caso de uso diz e nesses casos fica dificil saber o que realmente detalhar</p>

<p>O quanto eu preciso detalhar em casos como esse? Apesar de ter dado esse exemplo, a pergunta é no geral mesmo, o exemplo é só pra ter algo concreto pra facilitar a pergunta.</p>

<p>Uma vez li sobre isso e falava-se bastante sobre entender quem vai ler isso, se é a equipe de perguntas e respostas, ou outra equipe, etc. Como eu trabalho sozinho, gostaria de saber como se lida com isso em casos como o meu, no qual não tem esse nível de formalidade e os casos de uso são escritos mais pra documentar e organizar os requisitos.</p>
",<orientação-a-objetos><projeto-de-software><uml><casos-de-uso>
Valores nulos em check box's,"<p>Em minha aplicação, preciso que caso o Usuário desmarque todos os check box a ele informado , seja salvo um <code>Array nulo</code> ou <code>[].</code> </p>

<p>Estou utilizando <code>params[:parametro1][:parametro2_ids] ||= []</code> após inicializar a minha Action UPDATE, porém se eu tentar desmarcar todos , o rails retorna no log:</p>

<p>NoMethodError <code>(undefined method '[]' for nil:NilClass):.</code> Em condições normais da lógica , isso deveria ser funcional. Como posso implementar uma função caso não seja marcado nenhum valor ou desmarcado todos?</p>

<p>Meu arquivo de Log pode ajudar:</p>

<pre><code>Started GET ""/responsabilities/1/nested_knowledges?responsability_id=1"" for 127.0.0.1 at 2014-06-16 09:05:44 -0300
Processing by ResponsabilitiesController#nested_knowledges as HTML
  Parameters: {""responsability_id""=&gt;""1"", ""id""=&gt;""1""}
  [1m[36mSetting Load (1.0ms)[0m  [1mSELECT `settings`.* FROM `settings` WHERE `settings`.`name` = 'session_lifetime' LIMIT 1[0m
  [1m[35mSetting Load (0.0ms)[0m  SELECT `settings`.* FROM `settings` WHERE `settings`.`name` = 'session_timeout' LIMIT 1
  [1m[36m (0.0ms)[0m  [1mSELECT MAX(`settings`.`updated_on`) AS max_id FROM `settings` [0m
Creating scope :sorted. Overwriting existing method User.sorted.
  [1m[35mUser Load (0.0ms)[0m  SELECT `users`.* FROM `users` WHERE `users`.`type` IN ('User', 'AnonymousUser') AND `users`.`status` = 1 AND `users`.`id` = 1 LIMIT 1
  Current user: admin (id=1)
  [1m[36mResponsability Load (0.0ms)[0m  [1mSELECT `responsabilities`.* FROM `responsabilities` WHERE `responsabilities`.`id` = 1 ORDER BY nome ASC LIMIT 1[0m
DEPRECATION WARNING: The InstanceMethods module inside ActiveSupport::Concern will be no longer included automatically. Please define instance methods directly in #&lt;Module:0x49c03b0&gt; instead. (called from realtime at c:/Ruby193/lib/ruby/1.9.1/benchmark.rb:295)
  Rendered plugins/uc_rh/app/views/uc_rh/_form.html.erb (3.0ms)
  [1m[35mKnowledge Load (0.0ms)[0m  SELECT `knowledges`.* FROM `knowledges` ORDER BY nome ASC
  [1m[36mKnowledge Exists (1.0ms)[0m  [1mSELECT 1 AS one FROM `knowledges` INNER JOIN `knowledges_responsabilities` ON `knowledges`.`id` = `knowledges_responsabilities`.`knowledge_id` WHERE `knowledges_responsabilities`.`responsability_id` = 1 AND `knowledges`.`id` = 1 ORDER BY nome ASC LIMIT 1[0m
  [1m[35mKnowledge Exists (1.0ms)[0m  SELECT 1 AS one FROM `knowledges` INNER JOIN `knowledges_responsabilities` ON `knowledges`.`id` = `knowledges_responsabilities`.`knowledge_id` WHERE `knowledges_responsabilities`.`responsability_id` = 1 AND `knowledges`.`id` = 3 ORDER BY nome ASC LIMIT 1
  [1m[36mKnowledge Exists (0.0ms)[0m  [1mSELECT 1 AS one FROM `knowledges` INNER JOIN `knowledges_responsabilities` ON `knowledges`.`id` = `knowledges_responsabilities`.`knowledge_id` WHERE `knowledges_responsabilities`.`responsability_id` = 1 AND `knowledges`.`id` = 2 ORDER BY nome ASC LIMIT 1[0m
  Rendered plugins/uc_rh/app/views/responsabilities/nested_knowledges.html.erb within layouts/base (529.0ms)
  [1m[35mSetting Load (0.0ms)[0m  SELECT `settings`.* FROM `settings` WHERE `settings`.`name` = 'app_title' LIMIT 1
  [1m[36mSetting Load (0.0ms)[0m  [1mSELECT `settings`.* FROM `settings` WHERE `settings`.`name` = 'ui_theme' LIMIT 1[0m
  [1m[35mUserPreference Load (0.0ms)[0m  SELECT `user_preferences`.* FROM `user_preferences` WHERE `user_preferences`.`user_id` = 1 LIMIT 1
  [1m[36mSQL (8.0ms)[0m  [1mSELECT `members`.`id` AS t0_r0, `members`.`user_id` AS t0_r1, `members`.`project_id` AS t0_r2, `members`.`created_on` AS t0_r3, `members`.`mail_notification` AS t0_r4, `projects`.`id` AS t1_r0, `projects`.`name` AS t1_r1, `projects`.`description` AS t1_r2, `projects`.`homepage` AS t1_r3, `projects`.`is_public` AS t1_r4, `projects`.`parent_id` AS t1_r5, `projects`.`created_on` AS t1_r6, `projects`.`updated_on` AS t1_r7, `projects`.`identifier` AS t1_r8, `projects`.`status` AS t1_r9, `projects`.`lft` AS t1_r10, `projects`.`rgt` AS t1_r11, `projects`.`inherit_members` AS t1_r12, `roles`.`id` AS t2_r0, `roles`.`name` AS t2_r1, `roles`.`position` AS t2_r2, `roles`.`assignable` AS t2_r3, `roles`.`builtin` AS t2_r4, `roles`.`permissions` AS t2_r5, `roles`.`issues_visibility` AS t2_r6 FROM `members` LEFT OUTER JOIN `projects` ON `projects`.`id` = `members`.`project_id` LEFT OUTER JOIN `member_roles` ON `member_roles`.`member_id` = `members`.`id` LEFT OUTER JOIN `roles` ON `roles`.`id` = `member_roles`.`role_id` WHERE `members`.`user_id` = 1 AND (projects.status&lt;&gt;9) ORDER BY projects.name[0m
Completed 200 OK in 1218ms (Views: 836.0ms | ActiveRecord: 129.0ms)


Started PUT ""/responsabilities/1"" for 127.0.0.1 at 2014-06-16 09:05:48 -0300
Processing by ResponsabilitiesController#update as HTML
  Parameters: {""utf8""=&gt;""✓"", ""authenticity_token""=&gt;""Rp/n7f94mkgQKUkySaGqp+lhcKuMiv8WqPsIIlzkZ24="", ""commit""=&gt;""Enviar"", ""id""=&gt;""1""}
  [1m[35m (0.0ms)[0m  SELECT MAX(`settings`.`updated_on`) AS max_id FROM `settings` 
  [1m[36mUser Load (0.0ms)[0m  [1mSELECT `users`.* FROM `users` WHERE `users`.`type` IN ('User', 'AnonymousUser') AND `users`.`status` = 1 AND `users`.`id` = 1 LIMIT 1[0m
  Current user: admin (id=1)
Completed 500 Internal Server Error in 4ms

**NoMethodError (undefined method `[]' for nil:NilClass):
  plugins/uc_rh/app/controllers/responsabilities_controller.rb:59:in `update'
  actionpack (3.2.13) lib/action_controller/metal/implicit_render.rb:4:in `send_action'
  actionpack (3.2.13) lib/abstract_controller/base.rb:167:in `process_action'
  actionpack (3.2.13) lib/action_controller/metal/rendering.rb:10:in `process_action'
  actionpack (3.2.13) lib/abstract_controller/callbacks.rb:18:in `block in process_action'**
  activesupport (3.2.13) lib/active_support/callbacks.rb:458:in `_run__296254661__process_action__268418134__callbacks'
  activesupport (3.2.13) lib/active_support/callbacks.rb:405:in `__run_callback'
  activesupport (3.2.13) lib/active_support/callbacks.rb:385:in `_run_process_action_callbacks'
  activesupport (3.2.13) lib/active_support/callbacks.rb:81:in `run_callbacks'
  actionpack (3.2.13) lib/abstract_controller/callbacks.rb:17:in `process_action'
  actionpack (3.2.13) lib/action_controller/metal/rescue.rb:29:in `process_action'
  actionpack (3.2.13) lib/action_controller/metal/instrumentation.rb:30:in `block in process_action'
  activesupport (3.2.13) lib/active_support/notifications.rb:123:in `block in instrument'
  activesupport (3.2.13) lib/active_support/notifications/instrumenter.rb:20:in `instrument'
  activesupport (3.2.13) lib/active_support/notifications.rb:123:in `instrument'
  actionpack (3.2.13) lib/action_controller/metal/instrumentation.rb:29:in `process_action'
  actionpack (3.2.13) lib/action_controller/metal/params_wrapper.rb:207:in `process_action'
  activerecord (3.2.13) lib/active_record/railties/controller_runtime.rb:18:in `process_action'
  actionpack (3.2.13) lib/abstract_controller/base.rb:121:in `process'
  actionpack (3.2.13) lib/abstract_controller/rendering.rb:45:in `process'
  actionpack (3.2.13) lib/action_controller/metal.rb:203:in `dispatch'
  actionpack (3.2.13) lib/action_controller/metal/rack_delegation.rb:14:in `dispatch'
  actionpack (3.2.13) lib/action_controller/metal.rb:246:in `block in action'
  actionpack (3.2.13) lib/action_dispatch/routing/route_set.rb:73:in `call'
  actionpack (3.2.13) lib/action_dispatch/routing/route_set.rb:73:in `dispatch'
  actionpack (3.2.13) lib/action_dispatch/routing/route_set.rb:36:in `call'
  journey (1.0.4) lib/journey/router.rb:68:in `block in call'
  journey (1.0.4) lib/journey/router.rb:56:in `each'
  journey (1.0.4) lib/journey/router.rb:56:in `call'
  actionpack (3.2.13) lib/action_dispatch/routing/route_set.rb:612:in `call'
  rack-openid (1.4.1) lib/rack/openid.rb:99:in `call'
  actionpack (3.2.13) lib/action_dispatch/middleware/best_standards_support.rb:17:in `call'
  rack (1.4.5) lib/rack/etag.rb:23:in `call'
  rack (1.4.5) lib/rack/conditionalget.rb:35:in `call'
  actionpack (3.2.13) lib/action_dispatch/middleware/head.rb:14:in `call'
  actionpack (3.2.13) lib/action_dispatch/middleware/params_parser.rb:21:in `call'
  actionpack (3.2.13) lib/action_dispatch/middleware/flash.rb:242:in `call'
  rack (1.4.5) lib/rack/session/abstract/id.rb:210:in `context'
  rack (1.4.5) lib/rack/session/abstract/id.rb:205:in `call'
  actionpack (3.2.13) lib/action_dispatch/middleware/cookies.rb:341:in `call'
  activerecord (3.2.13) lib/active_record/query_cache.rb:64:in `call'
  activerecord (3.2.13) lib/active_record/connection_adapters/abstract/connection_pool.rb:479:in `call'
  actionpack (3.2.13) lib/action_dispatch/middleware/callbacks.rb:28:in `block in call'
  activesupport (3.2.13) lib/active_support/callbacks.rb:405:in `_run__878222876__call__309816011__callbacks'
  activesupport (3.2.13) lib/active_support/callbacks.rb:405:in `__run_callback'
  activesupport (3.2.13) lib/active_support/callbacks.rb:385:in `_run_call_callbacks'
  activesupport (3.2.13) lib/active_support/callbacks.rb:81:in `run_callbacks'
  actionpack (3.2.13) lib/action_dispatch/middleware/callbacks.rb:27:in `call'
  actionpack (3.2.13) lib/action_dispatch/middleware/reloader.rb:65:in `call'
  actionpack (3.2.13) lib/action_dispatch/middleware/remote_ip.rb:31:in `call'
  actionpack (3.2.13) lib/action_dispatch/middleware/debug_exceptions.rb:16:in `call'
  actionpack (3.2.13) lib/action_dispatch/middleware/show_exceptions.rb:56:in `call'
  railties (3.2.13) lib/rails/rack/logger.rb:32:in `call_app'
  railties (3.2.13) lib/rails/rack/logger.rb:16:in `block in call'
  activesupport (3.2.13) lib/active_support/tagged_logging.rb:22:in `tagged'
  railties (3.2.13) lib/rails/rack/logger.rb:16:in `call'
  actionpack (3.2.13) lib/action_dispatch/middleware/request_id.rb:22:in `call'
  rack (1.4.5) lib/rack/methodoverride.rb:21:in `call'
  rack (1.4.5) lib/rack/runtime.rb:17:in `call'
  activesupport (3.2.13) lib/active_support/cache/strategy/local_cache.rb:72:in `call'
  rack (1.4.5) lib/rack/lock.rb:15:in `call'
  actionpack (3.2.13) lib/action_dispatch/middleware/static.rb:63:in `call'
  railties (3.2.13) lib/rails/engine.rb:479:in `call'
  railties (3.2.13) lib/rails/application.rb:223:in `call'
  rack (1.4.5) lib/rack/content_length.rb:14:in `call'
  railties (3.2.13) lib/rails/rack/log_tailer.rb:17:in `call'
  rack (1.4.5) lib/rack/handler/webrick.rb:59:in `service'
  c:/Ruby193/lib/ruby/1.9.1/webrick/httpserver.rb:138:in `service'
  c:/Ruby193/lib/ruby/1.9.1/webrick/httpserver.rb:94:in `run'
  c:/Ruby193/lib/ruby/1.9.1/webrick/server.rb:191:in `block in start_thread'
</code></pre>
",<ruby-on-rails><ruby><orientação-a-objetos><redmine>
Dicas para se transformar código procedural em orientado a objeto?,"<p>Tenho um sistema que está totalmente no estilo procedural, e quero saber quais são os pontos de que preciso identificar para transformar esse código em orientado a objeto.</p>
",<php><orientação-a-objetos>
Como usar um construtor com duas ou mais classes?,"<p>Estou em desenvolvimento de uma biblioteca de orientação-a-objetos. Criei um iterator para meu futuro container. Tenho <code>advance_iterator</code> e <code>regress_iterator</code>. Ambos dão origem a <code>bidirectional_iterator</code>. O código é:</p>

<pre><code>#ifndef OBJSTD_ADVANCE_ITERATOR
#define OBJSTD_ADVANCE_ITERATOR
#include &lt;cstddef&gt;
namespace objstd
{
    template &lt;typename data_type&gt; class advance_iterator
    {
        public:
        advance_iterator(data_type* data_ref)
        {
            this-&gt;data_reference = data_ref;
        }
        advance_iterator(const advance_iterator&amp; it) = default;
        advance_iterator(advance_iterator&amp;&amp; it) = default;
        virtual bool operator &gt; (const advance_iterator&amp; it) const
        {
            return this-&gt;data_reference &gt; it.data_reference;
        }
        virtual bool operator &lt; (const advance_iterator&amp; it) const
        {
            return this-&gt;data_reference &lt; it.data_reference;
        }
        bool operator == (const advance_iterator&amp; it) const
        {
            return this-&gt;data_reference == it.data_reference;
        }
        bool operator != (const advance_iterator&amp; it) const
        {
            return this-&gt;data_reference != it.data_reference;
        }
        virtual bool operator &gt;= (const advance_iterator&amp; it) const
        {
            return (*this).operator&gt;(it) || (*this).operator==(it);
        }
        virtual bool operator &lt;= (const     advance_iterator&amp; it)const
        {
            return (*this).operator&lt;(it) || (*this).operator==(it);
        }
        virtual advance_iterator&amp; operator+=(const size_t skips)
        {
            this-&gt;data_reference += skips;
            return *this;
        }
        virtual advance_iterator&amp; operator++()
        {
            *this += 1;
            return *this;
        }
        virtual advance_iterator&amp; operator++(int)
        {
            advance_iterator&amp; state = *this;
            this-&gt;operator++();
            return state;
        }
        virtual advance_iterator operator+ (const size_t skips)
        {
            return this-&gt;data_reference + skips;
        }
        //must be declared virtual for non-conservational
        virtual data_type&amp; operator*() const
        {
            return *this-&gt;data_reference;
        }
        protected:
        data_type* data_reference;
    };
}

#endif // OBJSTD_ADVANCE_ITERATOR
</code></pre>

<p><code>regress_iterator</code></p>

<pre><code>#ifndef OBJSTD_REGRESS_ITERATOR
#define OBJSTD_REGRESS_ITERATOR
#include &lt;cstddef&gt;
namespace objstd
{
    template &lt;typename data_type&gt; class regress_iterator
    {
        public:
        regress_iterator(data_type* data_ref)
        {
            this-&gt;data_reference = data_ref;
        }
        regress_iterator(const regress_iterator&amp; it) = default;
        regress_iterator(regress_iterator&amp;&amp; it) = default;
        virtual bool operator &gt; (const regress_iterator&amp; it) const
        {
            return this-&gt;data_reference &gt; it.data_reference;
        }
        virtual bool operator &lt; (regress_iterator&amp; it) const
        {
            return this-&gt;data_reference &lt; it.data_reference;
        }
        bool operator == (regress_iterator&amp; it) const
        {
            return this-&gt;data_reference == it.data_reference;
        }
        bool operator != (regress_iterator&amp; it) const
        {
            return this-&gt;data_reference != it.data_reference;
        }
        virtual bool operator &gt;= (regress_iterator&amp; it) const
        {
            return (*this).operator&gt;(it) || (*this).operator==(it);
        }
        virtual bool operator &lt;= (regress_iterator&amp; it)const
        {
            return (*this).operator&lt;(it) || (*this).operator==(it);
        }
        virtual regress_iterator&amp; operator-=(size_t backwards)
        {
            this-&gt;data_reference -= backwards;
            return *this;
        }
        virtual regress_iterator&amp; operator--()
        {
            *this -= 1;
            return *this;
        }
        virtual regress_iterator&amp; operator--(int)
        {
            regress_iterator&amp; state = *this;
            this-&gt;operator--();
            return state;
        }
        virtual regress_iterator operator- (size_t backwards)
        {
            return this-&gt;data_reference - backwards;
        }
        //must be declared virtual for non-conservational
        virtual data_type&amp; operator*() const
        {
            return *this-&gt;data_reference;
        }
        protected:
        data_type* data_reference;
    };
}

#endif // OBJSTD_REGRESS_ITERATOR
</code></pre>

<p>E <code>bidirectional_iterator</code> é definido assim:</p>

<pre><code>#ifndef OBJSTD_BIDIRECTIONAL_ITERATOR
#define OBJSTD_BIDIRECTIONAL_ITERATOR
#include ""regress_iterator.hpp""
#include ""advance_iterator.hpp""
namespace objstd
{
    template &lt;typename data_type&gt; class bidirectional_iterator : public advance_iterator &lt;data_type&gt;, public regress_iterator &lt;data_type&gt;
    {
    };
}

#endif // OBJSTD_BIDIRECTIONAL_ITERATOR
</code></pre>

<p>O problema é ao criar uma instancia do tipo <code>bidirectional_iterator(ponteiro)</code>, pois o compilador não sabe como inicializar. O que estou fazendo de errado?</p>
",<c++><orientação-a-objetos><c++11>
